route_name,direction_group,route_variant_id,count,n_stops,route_sequence_str,is_reference,n_missing,n_added,missing_stop_codes,missing_stop_names,added_stop_codes,in_display_set,cluster_id,variant_type,variant_type_confirmed
9,direction_B,10,1,62,5853-202-1586-1525-947-948-952-953-954-9911-2401-1948-6128-1836-6133-1522-1787-1060-1484-1080-1544-1546-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,1,0,['1079'],['עזה/בלפור'],[],False,,regular,False
97,direction_A,0,1133,30,1507-3374-463-800-3375-3103-1729-1913-1522-1787-1060-1484-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,True,0,0,[],[],[],True,,regular,True
97,direction_A,1,22,26,1507-3374-463-800-3375-3103-1729-1913-1522-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,4,0,"['1787', '1060', '1484', '1079']","['Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור']",[],True,97_direction_A_cluster_1,blocked,False
97,direction_A,2,15,29,1507-3374-463-800-3375-3103-1729-1913-1522-1787-1484-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,1,0,['1060'],['Unknown(1060)'],[],True,,regular,False
97,direction_A,3,7,26,1507-3374-463-800-3375-1787-1060-1484-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,4,0,"['3103', '1729', '1913', '1522']","['Unknown(3103)', 'Unknown(1729)', 'Unknown(1913)', 'Unknown(1522)']",[],True,97_direction_A_cluster_1,blocked,False
97,direction_A,4,4,22,1507-3374-463-800-3375-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,8,0,"['3103', '1729', '1913', '1522', '1787', '1060', '1484', '1079']","['Unknown(3103)', 'Unknown(1729)', 'Unknown(1913)', 'Unknown(1522)', 'Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור']",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,5,2,27,1507-3374-463-800-3375-3103-1787-1060-1484-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,3,0,"['1729', '1913', '1522']","['Unknown(1729)', 'Unknown(1913)', 'Unknown(1522)']",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,6,2,25,1507-3374-463-800-3375-3103-1729-1913-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,5,0,"['1522', '1787', '1060', '1484', '1079']","['Unknown(1522)', 'Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור']",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,7,2,29,1507-3374-463-800-3375-3103-1729-1913-1522-1787-1060-1484-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,1,0,['1079'],['עזה/בלפור'],[],False,,regular,False
97,direction_A,8,2,29,1507-3374-463-800-3375-3103-1729-1913-1522-1787-1060-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,1,0,['1484'],"[""עזה/רד''ק""]",[],False,,regular,False
97,direction_A,9,2,24,1507-3374-463-800-3375-3103-1729-1913-1522-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,6,0,"['1787', '1060', '1484', '1079', '2946', '1083']","['Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור', 'Unknown(2946)', 'Unknown(1083)']",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,10,1,28,1507-3374-463-800-3375-3103-1729-1913-1522-1787-1060-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,2,0,"['1484', '1079']","[""עזה/רד''ק"", 'עזה/בלפור']",[],False,,regular,False
97,direction_A,11,1,27,1507-3374-463-800-3375-3103-1729-1913-1522-1787-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,3,0,"['1060', '1484', '1079']","['Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור']",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,12,1,23,1507-3374-463-800-3375-3103-1729-1913-1522-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,7,0,"['1787', '1060', '1484', '1079', '2946', '1083', '1058']","['Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור', 'Unknown(2946)', 'Unknown(1083)', 'Unknown(1058)']",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,13,1,20,1507-3374-463-800-3375-3103-1729-1913-1522-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,10,0,"['1787', '1060', '1484', '1079', '2946', '1083', '1058', '1051', '1047', '1042']","['Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור', 'Unknown(2946)', 'Unknown(1083)', 'Unknown(1058)', 'Unknown(1051)', 'Unknown(1047)', 'Unknown(1042)']",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,14,1,22,1507-3374-463-800-3375-3103-1729-1913-1522-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,8,0,"['1787', '1060', '1484', '1079', '2946', '1083', '1058', '1051']","['Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור', 'Unknown(2946)', 'Unknown(1083)', 'Unknown(1058)', 'Unknown(1051)']",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,15,1,28,1507-3374-463-800-3375-3103-1522-1787-1060-1484-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,2,0,"['1729', '1913']","['Unknown(1729)', 'Unknown(1913)']",[],False,,regular,False
97,direction_A,16,1,27,1507-3374-463-800-3375-3103-1729-1913-1522-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,3,0,"['1787', '1060', '1484']","['Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק""]",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,17,1,23,1507-3374-463-800-3375-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,7,0,"['3103', '1729', '1913', '1522', '1787', '1060', '1484']","['Unknown(3103)', 'Unknown(1729)', 'Unknown(1913)', 'Unknown(1522)', 'Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק""]",[],False,97_direction_A_cluster_1,blocked,False
97,direction_A,18,1,29,1507-3374-463-800-3375-3103-1729-1913-1787-1060-1484-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,1,0,['1522'],['Unknown(1522)'],[],False,,regular,False
97,direction_A,19,1,28,1507-3374-463-800-3375-3103-1729-1913-1522-1484-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,2,0,"['1787', '1060']","['Unknown(1787)', 'Unknown(1060)']",[],False,,regular,False
97,direction_A,20,1,29,1507-3374-463-800-3375-3103-1729-1913-1522-1787-1060-1484-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-5912,False,1,0,['2276'],['Unknown(2276)'],[],False,,regular,False
97,direction_A,21,1,28,463-800-3375-3103-1729-1913-1522-1787-1060-1484-1079-2946-1083-1058-1051-1047-1042-1858-1258-1407-1707-1011-2568-2567-1007-2766-2276-5912,False,2,0,"['1507', '3374']","['Unknown(1507)', 'Unknown(3374)']",[],False,,regular,False
97,direction_B,0,1151,34,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-1911-3109-3111-3108-221-3374-4216-4218-800,True,0,0,[],[],[],True,,regular,True
97,direction_B,1,19,32,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1062-2407-1524-1911-3109-3111-3108-221-3374-4216-4218-800,False,2,0,"['1077', '1072']","['Unknown(1077)', 'Unknown(1072)']",[],True,,regular,False
97,direction_B,2,8,32,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-1911-3108-221-3374-4216-4218-800,False,2,0,"['3109', '3111']","['Unknown(3109)', 'Unknown(3111)']",[],True,,regular,False
97,direction_B,3,8,25,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-3108-221-3374-4216-4218-800,False,9,0,"['1081', '1077', '1072', '1062', '2407', '1524', '1911', '3109', '3111']","['Unknown(1081)', 'Unknown(1077)', 'Unknown(1072)', 'Unknown(1062)', 'Unknown(2407)', 'Unknown(1524)', 'Unknown(1911)', 'Unknown(3109)', 'Unknown(3111)']",[],True,97_direction_B_cluster_1,blocked,False
97,direction_B,4,7,33,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-1911-3109-3111-3108-221-3374-4218-800,False,1,0,['4216'],"[""גשר המיתרים/שד' הרצל""]",[],True,,regular,False
97,direction_B,5,7,30,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-1911-3374-4216-4218-800,False,4,0,"['3109', '3111', '3108', '221']","['Unknown(3109)', 'Unknown(3111)', 'Unknown(3108)', 'Unknown(221)']",[],True,97_direction_B_cluster_1,blocked,False
97,direction_B,6,4,29,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1524-1911-3109-3111-3108-221-3374-4216-4218-800,False,5,0,"['1081', '1077', '1072', '1062', '2407']","['Unknown(1081)', 'Unknown(1077)', 'Unknown(1072)', 'Unknown(1062)', 'Unknown(2407)']",[],False,97_direction_B_cluster_1,blocked,False
97,direction_B,7,3,30,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-2407-1524-1911-3109-3111-3108-221-3374-4216-4218-800,False,4,0,"['1081', '1077', '1072', '1062']","['Unknown(1081)', 'Unknown(1077)', 'Unknown(1072)', 'Unknown(1062)']",[],False,97_direction_B_cluster_1,blocked,False
97,direction_B,8,3,25,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-2407-1524-1911-3109-3111-3108-221-3374-4216-4218-800,False,9,0,"['1260', '1044', '1048', '1056', '1957', '1081', '1077', '1072', '1062']","['Unknown(1260)', 'Unknown(1044)', 'Unknown(1048)', 'Unknown(1056)', 'Unknown(1957)', 'Unknown(1081)', 'Unknown(1077)', 'Unknown(1072)', 'Unknown(1062)']",[],False,97_direction_B_cluster_1,blocked,False
97,direction_B,9,2,30,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1062-2407-1524-1911-3108-221-3374-4216-4218-800,False,4,0,"['1077', '1072', '3109', '3111']","['Unknown(1077)', 'Unknown(1072)', 'Unknown(3109)', 'Unknown(3111)']",[],False,97_direction_B_cluster_1,blocked,False
97,direction_B,10,2,24,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-3108-221-3374-4218-800,False,10,0,"['1081', '1077', '1072', '1062', '2407', '1524', '1911', '3109', '3111', '4216']","['Unknown(1081)', 'Unknown(1077)', 'Unknown(1072)', 'Unknown(1062)', 'Unknown(2407)', 'Unknown(1524)', 'Unknown(1911)', 'Unknown(3109)', 'Unknown(3111)', ""גשר המיתרים/שד' הרצל""]",[],False,97_direction_B_cluster_1,blocked,False
97,direction_B,11,1,31,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-1911-221-3374-4216-4218-800,False,3,0,"['3109', '3111', '3108']","['Unknown(3109)', 'Unknown(3111)', 'Unknown(3108)']",[],False,,regular,False
97,direction_B,12,1,31,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-1911-3109-3111-3108-221-3374,False,3,0,"['4216', '4218', '800']","[""גשר המיתרים/שד' הרצל"", 'Unknown(4218)', 'Unknown(800)']",[],False,,regular,False
97,direction_B,13,1,33,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-1911-3111-3108-221-3374-4216-4218-800,False,1,0,['3109'],['Unknown(3109)'],[],False,,regular,False
97,direction_B,14,1,32,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-3111-3108-221-3374-4216-4218-800,False,2,0,"['1911', '3109']","['Unknown(1911)', 'Unknown(3109)']",[],False,,regular,False
97,direction_B,15,1,30,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-1911-3109-3111-3108-221,False,4,0,"['3374', '4216', '4218', '800']","['Unknown(3374)', ""גשר המיתרים/שד' הרצל"", 'Unknown(4218)', 'Unknown(800)']",[],False,97_direction_B_cluster_2,blocked,False
97,direction_B,16,1,28,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1062-2407-3108-221-3374-4216-4218-800,False,6,0,"['1077', '1072', '1524', '1911', '3109', '3111']","['Unknown(1077)', 'Unknown(1072)', 'Unknown(1524)', 'Unknown(1911)', 'Unknown(3109)', 'Unknown(3111)']",[],False,97_direction_B_cluster_1,blocked,False
97,direction_B,17,1,30,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1524-1911-3109-3111-3108-221-3374-4216-4218-800,False,4,0,"['1077', '1072', '1062', '2407']","['Unknown(1077)', 'Unknown(1072)', 'Unknown(1062)', 'Unknown(2407)']",[],False,97_direction_B_cluster_1,blocked,False
97,direction_B,18,1,30,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-3108-221-3374-4216-4218-800,False,4,0,"['1524', '1911', '3109', '3111']","['Unknown(1524)', 'Unknown(1911)', 'Unknown(3109)', 'Unknown(3111)']",[],False,97_direction_B_cluster_1,blocked,False
97,direction_B,19,1,33,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-2407-1524-1911-3109-3111-3108-221-3374-4216-4218-800,False,1,0,['1062'],['Unknown(1062)'],[],False,,regular,False
97,direction_B,20,1,33,5912-3823-2767-1029-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1072-1062-2407-1524-1911-3109-3111-3108-221-3374-4216-4218-800,False,1,0,['1030'],['Unknown(1030)'],[],False,,regular,False
97,direction_B,21,1,31,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1062-1524-1911-3109-3111-3108-221-3374-4216-4218-800,False,3,0,"['1077', '1072', '2407']","['Unknown(1077)', 'Unknown(1072)', 'Unknown(2407)']",[],False,,regular,False
97,direction_B,22,1,33,5912-3823-2767-1029-1030-2763-1861-1010-1199-1392-2540-1255-1028-1856-1260-1044-1048-1056-1957-1081-1077-1062-2407-1524-1911-3109-3111-3108-221-3374-4216-4218-800,False,1,0,['1072'],['Unknown(1072)'],[],False,,regular,False
14,direction_A,0,846,40,1507-3374-4216-463-800-3375-3103-1729-1913-981-6128-1836-6133-1522-2399-5979-2260-2261-1053-1038-1045-1049-5999-1785-1621-1205-1041-1042-1024-1025-1620-1015-1012-4249-2180-2791-6189-6100-9884-2923,True,0,0,[],[],[],True,,regular,True
14,direction_A,1,1,39,1507-3374-4216-463-800-3375-3103-1729-1913-981-6128-1836-6133-1522-2399-5979-2260-2261-1053-1038-1045-1049-5999-1621-1205-1041-1042-1024-1025-1620-1015-1012-4249-2180-2791-6189-6100-9884-2923,False,1,0,['1785'],['Unknown(1785)'],[],False,,regular,False
14,direction_A,2,1,38,1507-3374-4216-463-800-3375-1729-1913-981-1836-6133-1522-2399-5979-2260-2261-1053-1038-1045-1049-5999-1785-1621-1205-1041-1042-1024-1025-1620-1015-1012-4249-2180-2791-6189-6100-9884-2923,False,2,0,"['3103', '6128']","['Unknown(3103)', 'Unknown(6128)']",[],False,,regular,False
14,direction_A,3,1,39,1507-3374-4216-463-800-3375-3103-1729-1913-6128-1836-6133-1522-2399-5979-2260-2261-1053-1038-1045-1049-5999-1785-1621-1205-1041-1042-1024-1025-1620-1015-1012-4249-2180-2791-6189-6100-9884-2923,False,1,0,['981'],['Unknown(981)'],[],False,,regular,False
14,direction_A,4,1,38,1507-3374-4216-463-800-3375-3103-1729-1913-1836-6133-1522-2399-5979-2260-2261-1053-1038-1045-1049-5999-1785-1621-1205-1041-1042-1024-1025-1620-1015-1012-4249-2180-2791-6189-6100-9884-2923,False,2,0,"['981', '6128']","['Unknown(981)', 'Unknown(6128)']",[],False,,regular,False
14,direction_A,5,1,37,1507-3374-4216-463-800-3375-1729-1913-981-6133-1522-2399-5979-2260-2261-1053-1038-1045-1049-5999-1785-1621-1205-1041-1042-1024-1025-1620-1015-1012-4249-2180-2791-6189-6100-9884-2923,False,3,0,"['3103', '6128', '1836']","['Unknown(3103)', 'Unknown(6128)', 'Unknown(1836)']",[],False,,regular,False
14,direction_A,6,1,37,1507-3374-4216-463-800-3375-3103-1729-1913-6133-1522-2399-5979-2260-2261-1053-1038-1045-1049-5999-1785-1621-1205-1041-1042-1024-1025-1620-1015-1012-4249-2180-2791-6189-6100-9884-2923,False,3,0,"['981', '6128', '1836']","['Unknown(981)', 'Unknown(6128)', 'Unknown(1836)']",[],False,,regular,False
14,direction_A,7,1,34,1507-3374-4216-463-800-3375-1729-6133-2399-5979-2260-2261-1053-1038-1045-1049-5999-1785-1621-1205-1041-1042-1024-1025-1620-1015-1012-4249-2180-2791-6189-6100-9884-2923,False,6,0,"['3103', '1913', '981', '6128', '1836', '1522']","['Unknown(3103)', 'Unknown(1913)', 'Unknown(981)', 'Unknown(6128)', 'Unknown(1836)', 'Unknown(1522)']",[],False,14_direction_A_cluster_1,blocked,False
14,direction_A,8,1,36,1507-3374-4216-463-800-3375-3103-1729-1913-6133-2399-5979-2260-2261-1053-1038-1045-1049-5999-1785-1621-1205-1041-1042-1024-1025-1620-1015-1012-4249-2180-2791-6189-6100-9884-2923,False,4,0,"['981', '6128', '1836', '1522']","['Unknown(981)', 'Unknown(6128)', 'Unknown(1836)', 'Unknown(1522)']",[],False,14_direction_A_cluster_1,blocked,False
14,direction_B,0,992,35,2923-3093-2715-2181-9981-1629-962-1013-1017-1021-1022-1260-1043-1682-1046-1049-1040-1728-2591-4050-1039-2258-1524-9918-9915-1836-5882-2406-1911-3109-3111-3108-221-4216-4218,True,0,0,[],[],[],True,,regular,True
14,direction_B,1,4,34,2923-3093-2715-2181-9981-1629-962-1013-1017-1021-1022-1260-1043-1682-1046-1049-1040-1728-2591-4050-1039-2258-1524-9918-9915-1836-5882-2406-1911-3111-3108-221-4216-4218,False,1,0,['3109'],['Unknown(3109)'],[],False,,regular,False
14,direction_B,2,1,34,2923-3093-2715-2181-9981-1629-962-1013-1017-1021-1022-1260-1043-1682-1046-1049-1040-1728-2591-4050-1039-2258-1524-9915-1836-5882-2406-1911-3109-3111-3108-221-4216-4218,False,1,0,['9918'],['Unknown(9918)'],[],False,,regular,False
14,direction_B,3,1,31,2923-3093-2715-2181-9981-1629-962-1013-1017-1021-1022-1260-1043-1682-1046-1049-1040-1728-2591-4050-1039-2258-1524-9918-1911-3109-3111-3108-221-4216-4218,False,4,0,"['9915', '1836', '5882', '2406']","['Unknown(9915)', 'Unknown(1836)', 'Unknown(5882)', 'Unknown(2406)']",[],False,14_direction_B_cluster_1,blocked,False
